"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"geração",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599,-0.00745003688949622,-0.000424667642224155,0.00519378713178624,0.00483584622875626,-0.00417560762473798,0.000212193056368892,0.00841855499991037,-0.0110085776574587,-0.0422876329272056,0.0152472377334788,-0.0424719910034118,0.0129789156533312,-0.0145526597248217,0.0895001082518642,-0.00667434606726511,0.0229961749848949,-0.0539146592063983,0.0117256084760367,-0.0233733063265384,0.000239787914565747,-0.0067592407474388,-0.0173521174163585,-0.101241892318483,-0.0346304522180474,-0.0261274194301593,0.0372743486458253,0.0138818440160909,0.0549426151592621,-0.00338259495413231,0.0309691978774241,0.0129915729463348,-0.0122656269288441,-0.0296445989856015,-0.0138146529374116,-0.0276237421452947,0.0257396870100001,-0.0223766670628469,-0.004187836207203,0.00282447150344656,-0.0130522784654418,0.000270298966703719,-0.00274681062765057,-0.00217089119533633,0.0028705303989626,0.00356631634182611,0.00415745128435195,-0.00139346320238275,0.000782120592347303,0.00067884685887281,0.305512325720895,0.0821392445370841,-0.0321162835338046,-0.00178854083513428,0.00263838996377717,-0.00568034100503594,0.000197204429770521,0.00153963251478476,0.000444634948468936,-0.00136179180467949,0.0124761807760592,-0.0102351847519591,-0.000259645715279753,-0.00110742257776776,-0.00501659981170583,-0.00138328114025852,-0.011788917043539,0.00227760816336367,0.00626102487182346,0.0545320843270595,-0.00421392416784877,0.00275704787426981,-0.000128478240236341,0.00151196120256363,0.000599718354224195,0.000512323326075989,0.00230534594530539,0.00295143053856099,-0.000393490527091086,0.00401235162743915,0.0172070412281125,-0.00318830459634557,-0.0103514705321389,-0.00241779422980123,-0.0126755969284178,-0.0116889950035286,0.00259004384082393,-0.0383929465700773,-0.000788346032925505,0.00462773760462425,-0.00236359752482672
"hidroelétrica",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599,-0.00745003688949622,-0.000424667642224155,0.00519378713178624,0.00483584622875626,-0.00417560762473798,0.000212193056368892,0.00841855499991037,-0.0110085776574587,-0.0422876329272056,0.0152472377334788,-0.0424719910034118,0.0129789156533312,-0.0145526597248217,0.0895001082518642,-0.00667434606726511,0.0229961749848949,-0.0539146592063983,0.0117256084760367,-0.0233733063265384,0.000239787914565747,-0.0067592407474388,-0.0173521174163585,-0.101241892318483,-0.0346304522180474,-0.0261274194301593,0.0372743486458253,0.0138818440160909,0.0549426151592621,-0.00338259495413231,0.0309691978774241,0.0129915729463348,-0.0122656269288441,-0.0296445989856015,-0.0138146529374116,-0.0276237421452947,0.0257396870100001,-0.0223766670628469,-0.004187836207203,0.00282447150344656,-0.0130522784654418,0.000270298966703719,-0.00274681062765057,-0.00217089119533633,0.0028705303989626,0.00356631634182611,0.00415745128435195,-0.00139346320238275,0.000782120592347303,0.00067884685887281,0.305512325720895,0.0821392445370841,-0.0321162835338046,-0.00178854083513428,0.00263838996377717,-0.00568034100503594,0.000197204429770521,0.00153963251478476,0.000444634948468936,-0.00136179180467949,0.0124761807760592,-0.0102351847519591,-0.000259645715279753,-0.00110742257776776,-0.00501659981170583,-0.00138328114025852,-0.011788917043539,0.00227760816336367,0.00626102487182346,0.0545320843270595,-0.00421392416784877,0.00275704787426981,-0.000128478240236341,0.00151196120256363,0.000599718354224195,0.000512323326075989,0.00230534594530539,0.00295143053856099,-0.000393490527091086,0.00401235162743915,0.0172070412281125,-0.00318830459634557,-0.0103514705321389,-0.00241779422980123,-0.0126755969284178,-0.0116889950035286,0.00259004384082393,-0.0383929465700773,-0.000788346032925505,0.00462773760462425,-0.00236359752482672
"representa",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599,-0.00745003688949622,-0.000424667642224155,0.00519378713178624,0.00483584622875626,-0.00417560762473798,0.000212193056368892,0.00841855499991037,-0.0110085776574587,-0.0422876329272056,0.0152472377334788,-0.0424719910034118,0.0129789156533312,-0.0145526597248217,0.0895001082518642,-0.00667434606726511,0.0229961749848949,-0.0539146592063983,0.0117256084760367,-0.0233733063265384,0.000239787914565747,-0.0067592407474388,-0.0173521174163585,-0.101241892318483,-0.0346304522180474,-0.0261274194301593,0.0372743486458253,0.0138818440160909,0.0549426151592621,-0.00338259495413231,0.0309691978774241,0.0129915729463348,-0.0122656269288441,-0.0296445989856015,-0.0138146529374116,-0.0276237421452947,0.0257396870100001,-0.0223766670628469,-0.004187836207203,0.00282447150344656,-0.0130522784654418,0.000270298966703719,-0.00274681062765057,-0.00217089119533633,0.0028705303989626,0.00356631634182611,0.00415745128435195,-0.00139346320238275,0.000782120592347303,0.00067884685887281,0.305512325720895,0.0821392445370841,-0.0321162835338046,-0.00178854083513428,0.00263838996377717,-0.00568034100503594,0.000197204429770521,0.00153963251478476,0.000444634948468936,-0.00136179180467949,0.0124761807760592,-0.0102351847519591,-0.000259645715279753,-0.00110742257776776,-0.00501659981170583,-0.00138328114025852,-0.011788917043539,0.00227760816336367,0.00626102487182346,0.0545320843270595,-0.00421392416784877,0.00275704787426981,-0.000128478240236341,0.00151196120256363,0.000599718354224195,0.000512323326075989,0.00230534594530539,0.00295143053856099,-0.000393490527091086,0.00401235162743915,0.0172070412281125,-0.00318830459634557,-0.0103514705321389,-0.00241779422980123,-0.0126755969284178,-0.0116889950035286,0.00259004384082393,-0.0383929465700773,-0.000788346032925505,0.00462773760462425,-0.00236359752482672
"analgésicas",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"anileiras",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"anti-inflamatórias",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"apresenta",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"azul",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"coloração",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"corante",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"extraído",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"índigo",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"jeans",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
"plantas",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447,0.000926326425190443,-0.0030535435321447,0.0101750055440632,0.00291795066418097,-0.0111410705228705,6.07907148434804e-05,-0.00778153658183416,-0.000912774136220944,-0.0245607902098404,0.0231670780696632,-0.0291735089060009,0.000461253026412261,0.00462306581098577,0.0436298766012691,0.00213386101654954,0.030666466650483,-0.00617018629098916,0.000582380926654237,0.0140086594721239,0.0209790915722461,-0.0393997566720188,0.0327405391518403,0.0144532435343338,0.042677148424135,-0.0383531362601213,0.0266636390560251,-0.0948278163178215,-0.0682008100040798,0.0641468459814451,-0.0224694140215122,-0.0041937570072381,-0.0305136336407461,0.00290932795608329,0.0529174314911138,0.0321053280763902,0.049000439056993,0.0685094099243983,-0.0153828095013349,-0.0219535063715669,-0.000223823940661026,0.000626329714612154,-0.00116549961029934,0.00201766601087077,0.00161735670919085,-0.000657099316921005,-0.00113965036951966,-0.000288048041722827,0.000919774935740663,0.00138809150388591,-0.0172885425005122,-0.00266913982093504,0.00342902066299689,-0.00241902342461553,-0.000217444290232874,0.00166185028484624,-0.00161117327981193,0.000324888558523548,-0.00726346743638475,0.00221152893802223,0.000737420855074655,-0.00373000155693647,-0.00180861009935457,-0.00438230727347925,-0.00127144559797583,-0.00196595274962157,-0.0112349166763252,-0.00371745359942863,0.0048874620577452,0.125619797231047,-0.00995768651690418,-0.00153115286177798,0.00898753397324393,-0.0046137870072808,8.24273118151148e-06,-0.000202501845325439,0.00423987167463581,0.00195273439699412,0.000459408582554897,-0.0017022429036559,0.000162175379532637,0.00149319712969697,0.00575474025033128,0.000185176379832957,-0.00128849728585626,0.00308060363643375,0.00635385795155865,-0.00425963596375154,-0.0031636531862882,-0.00263651486888229,7.17719278828421e-05
