"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"ia",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"perdia",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"rompia",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"seio",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"sinuosa",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"sítio",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"solitário",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"suave",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"tênue",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"vizinho",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047,-0.000939782570912619,0.000604795339675581,0.00504347333334562,0.0157428465240395,-0.000229937131402655,-0.00670647239531938,0.0178856109646919,0.00650767632809505,0.00653636331566522,-0.00556902745511657,0.00813317956889342,0.0049052446046372,-0.00362569073796825,0.0135116396649066,-0.00946443130402197,0.0289864322853694,-0.0065330840081998,-3.96049687986258e-05,-0.0245135102724272,0.056668560633988,-0.058727156799541,-0.00316699997854665,-0.00897408848344866,0.049151437902657,0.114615127590948,-0.0870671807939691,-0.0111695760244311,0.0683493310562747,0.0505015652355049,-0.00475234600052699,0.000650248357717865,-0.00768292650646636,-0.0147183953854466,0.00121057082166433,0.0079256748699941,-0.0106150691657906,0.00777394862725742,-0.0206555637016802,0.00895993967297692,-0.00634594463757309
"ameaçaram",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"arquipélago",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"contaminar",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"galápagos",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"julho",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"ondas",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"petróleo",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897,0.0028120723935123,-0.00633889159526194,0.000205033728709715,-0.000270291386958217,-0.013238114969479,-0.00163466945591372,-0.0171379775165387,-0.00673242947670376,-0.00104136296997637,0.0054148143869715,0.00241578433402946,-0.0048455543758916,0.00113644646422299,-0.00473786321328768,0.00659365561090342,0.0153927336766218,-0.00710630456368937,0.0114677257889177,0.0163346055591204,-0.0129961486430216,-0.0135771336905137,-0.0341688256226434,0.0464387281872972,-0.00494667491309996,-0.00370294167094752,0.0186909468260183,0.051308561275681,0.032326197306077,0.0296403805301229,0.0171351943513187,0.0493580859375914,0.00988423384860441,-0.0057230142200502,0.0227284694576618,0.113071886241815,0.0452823133333,-0.0704060807602244,-0.0197560864428426,-0.107841225086997,-0.0388426381258983
"900",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"aguentarem",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"assunto",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"baratas",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"capacidade",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"danos",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"desses",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"espaço",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"especificamente",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"espremerem",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
"estudando",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245,0.0011982214088279,0.00439605065881273,0.0280490797779508,-0.0117425986180064,0.00676176746606482,-0.0129793491130481,-0.000589180947710932,-0.028409853214587,0.0149764273255544,-0.00392972306047325,0.0229473148252231,-0.0255780731129401,0.0300732581134959,-0.0110359974273524,0.0010109219559857,0.0865951776289194,0.0466864944658586,-0.0447727951286653,-0.108602294429497,-0.0826747283732567,-0.00470450812191966,-0.00264231525877888,-0.0107672707835116,0.0177406995244127,-0.019731760691233,-0.022398977363322,-0.0125114567985149,-0.002095210555501,-0.0116865676498089,0.00489717114653293,0.00582797157416689,-0.00713575007851111,0.00738835565682387,-0.00576168904999678,-0.00728595804950635,0.0287681999088649,-0.00348080080118289,-0.00383657962164766,-0.000323567230263212,-0.0176218407739994
