"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"pesquisas",-0.0161632881840518,0.00913644277224716,0.00241846085132483,0.00770730282187352,-0.00217960739395631,0.00755802814737709,-0.0040679653302323,0.00502579324925131,-0.00605930550356082,0.00132021618893437
"respeito",-0.0161632881840518,0.00913644277224716,0.00241846085132483,0.00770730282187352,-0.00217960739395631,0.00755802814737709,-0.0040679653302323,0.00502579324925131,-0.00605930550356082,0.00132021618893437
"retirado",-0.0161632881840518,0.00913644277224716,0.00241846085132483,0.00770730282187352,-0.00217960739395631,0.00755802814737709,-0.0040679653302323,0.00502579324925131,-0.00605930550356082,0.00132021618893437
"indigestão",-0.0158762044256883,0.00718755829997326,0.00211718949108102,0.00805504403035776,0.000359181898381521,-0.00146664689395112,0.00221285151945702,0.000285960750926372,0.00127878006169404,-0.00717646478264391
"desse",-0.019012692795877,0.00601236965106443,-0.00339796290519532,0.0150472876919435,-0.00546161994120604,-0.017400172787758,-0.035228731349481,0.012752501690707,-0.0524318120913008,0.0445234723442199
"industrialização",-0.019012692795877,0.00601236965106443,-0.00339796290519532,0.0150472876919435,-0.00546161994120604,-0.017400172787758,-0.035228731349481,0.012752501690707,-0.0524318120913008,0.0445234723442199
"metal",-0.019012692795877,0.00601236965106443,-0.00339796290519532,0.0150472876919435,-0.00546161994120604,-0.017400172787758,-0.035228731349481,0.012752501690707,-0.0524318120913008,0.0445234723442199
"poluente",-0.019012692795877,0.00601236965106443,-0.00339796290519532,0.0150472876919435,-0.00546161994120604,-0.017400172787758,-0.035228731349481,0.012752501690707,-0.0524318120913008,0.0445234723442199
"resíduo",-0.019012692795877,0.00601236965106443,-0.00339796290519532,0.0150472876919435,-0.00546161994120604,-0.017400172787758,-0.035228731349481,0.012752501690707,-0.0524318120913008,0.0445234723442199
"alimentada",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"atravessar",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"brejal",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"corrente",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"cortava",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"d’água",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"declive",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"descendo",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"embebendo-se",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"estrada",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"floresta",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"ia",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"perdia",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"rompia",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"seio",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"sinuosa",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"sítio",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"solitário",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"suave",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"tênue",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"vizinho",-0.0113172968178267,-0.0081938763128806,0.0060756688380565,0.0066956960639338,-0.00146937801350565,-0.00136386674946855,0.00383241547037442,-0.000574619390378646,-0.0149019128127257,0.00209957396982047
"ameaçaram",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"arquipélago",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"contaminar",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"galápagos",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"julho",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"ondas",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"petróleo",-0.00974907214424311,0.00131093190922503,0.00209998777536768,0.00539691462059304,-0.00170348537822247,0.00168170033631569,-0.00759700115321783,0.00519928261181553,-0.00619289780161206,0.00596471127564897
"900",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"aguentarem",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"assunto",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"baratas",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"capacidade",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"danos",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"desses",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"espaço",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"especificamente",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"espremerem",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"estudando",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"impressionante",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"insetos",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"passaram",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"peculiar",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"peso",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"pressões",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"sofrer",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"tempos",-0.0131222487252882,0.0129941149309112,0.00629564163071819,-0.0112365592322633,-0.0136503985773832,0.0139732436810075,-0.0163491474922036,-0.0163179711703381,0.00933189697600465,-0.00124072870208245
"ação",-0.0161567519940796,0.00727296937976872,0.0021865137580773,0.00823924098999685,0.00033748979182658,-0.001482905123706,0.00223953092392063,0.000294116222144368,0.00126805432747051,-0.00733482878313021
"bloquear",-0.0161567519940796,0.00727296937976872,0.0021865137580773,0.00823924098999685,0.00033748979182658,-0.001482905123706,0.00223953092392063,0.000294116222144368,0.00126805432747051,-0.00733482878313021
"capazes",-0.0161567519940796,0.00727296937976872,0.0021865137580773,0.00823924098999685,0.00033748979182658,-0.001482905123706,0.00223953092392063,0.000294116222144368,0.00126805432747051,-0.00733482878313021
"digestivas",-0.0161567519940796,0.00727296937976872,0.0021865137580773,0.00823924098999685,0.00033748979182658,-0.001482905123706,0.00223953092392063,0.000294116222144368,0.00126805432747051,-0.00733482878313021
"enzimas",-0.0161567519940796,0.00727296937976872,0.0021865137580773,0.00823924098999685,0.00033748979182658,-0.001482905123706,0.00223953092392063,0.000294116222144368,0.00126805432747051,-0.00733482878313021
"substâncias",-0.0161567519940796,0.00727296937976872,0.0021865137580773,0.00823924098999685,0.00033748979182658,-0.001482905123706,0.00223953092392063,0.000294116222144368,0.00126805432747051,-0.00733482878313021
"70",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599
"energia",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599
"geração",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599
"hidroelétrica",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599
"representa",-0.0141325872737809,0.00321456439075406,0.0138332354686697,-0.0109954028800052,-0.0089462082509151,0.00310387501517936,0.00909587786222066,0.000179229852810974,-0.0143753771129851,-0.0106111153487599
"analgésicas",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"anileiras",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"anti-inflamatórias",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"apresenta",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"azul",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"coloração",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"corante",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"extraído",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"índigo",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"jeans",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"plantas",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"popularmente",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"propriedades",-0.0118359336923838,0.00545280232863116,-0.00398915366583401,0.00245823476422307,-0.000666330958549442,0.00140606399271263,-0.000681908892904189,0.00883928199219861,-0.00630564594123907,0.0021173033270447
"1,9",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"atual",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"bilhão",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"discretos",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"escondem",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"formados",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"idade",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"metade",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"morros",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"pouco",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"quase",-0.020852396886027,-0.0176492240649246,-0.00756601190676954,0.00670542125095497,-0.00108267080323346,-0.00543790632725762,-0.00378578192900002,-0.00355963860501456,0.0326011839943867,-0.0254175830742063
"argamassa",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"celular",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"civil",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"classificada",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"construção",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"especial",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"fim",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"forma",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"inédita",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"juntar",-0.019092371610657,0.00602156147831739,-0.00342772362267997,0.0150751052792066,-0.00551221298026868,-0.0174977225139205,-0.035282890848882,0.0127739828434913,-0.0525369046192335,0.0445689296418636
"útil",-0.0193342041444132,0.00613935046970852,-0.0034722182345407,0.0153175097715541,-0.00557168205642156,-0.0177445640785546,-0.0358166414692376,0.0129662969280644,-0.0533794273775411,0.0452780063401905
"submersos",-0.0130109027407193,0.00918159659535163,-0.0002472976059466,0.00908502888399852,-0.0114106455275538,0.00757839173506692,-0.0140133525877888,-0.00231893509131425,0.00969619529096723,-0.00313469061901633
"alcançada",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"camadas",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"concluído",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"depositando-se",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"esteja",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"objeto",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"sucessivas",-0.0072117818309859,0.00546027278821301,0.00252908539317361,0.00304548362634161,-0.00159315246931387,0.00259924622117359,-0.00445929033639397,0.00817879342977255,0.00451064207179527,-0.000415620025475689
"adaptação",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"características",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"chamou",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"evolutiva",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"mecanismo",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"natural",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"propagação",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"seleciona",-0.0082327341029438,0.00415281471342923,-0.00138435864331436,0.00446966738869519,0.00271201446555282,0.0023000039600381,-0.00324757219426646,0.00376363364885566,-0.00322416232531892,0.00253255187861319
"atingidos",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"autoimune",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"b",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"camundongos",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"células",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"coágulos",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"complicações",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"condição",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"elimina",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"fatais",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"imunológico",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"insuficiência",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"livrou",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"normal",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"quadros",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"relativamente",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"renal",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"sanguíneos",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"tenham",-0.0260994763025214,0.0350139578854022,-0.0358877230983997,-0.0354722695871256,0.0562221090238323,-0.0321477419382827,0.0575131263766142,0.0669144775761606,0.0542199952176449,0.0510038215972488
"alta",-0.0125309208865829,0.00343460012774317,0.00160785359272949,-0.000369080927321155,0.00462923648412512,0.00147379752268775,-0.00468396236397534,0.012548418238635,0.0107946290563263,0.00297151255467619
"estariam",-0.0125309208865829,0.00343460012774317,0.00160785359272949,-0.000369080927321155,0.00462923648412512,0.00147379752268775,-0.00468396236397534,0.012548418238635,0.0107946290563263,0.00297151255467619
