"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"aparecer-lhe",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"enfim",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"esperada",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"gastou",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"ir",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"longamente",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"nisso",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"procurar",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"realizada",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"resolveu-se",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"seguinte",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"viva",-0.0135277742356644,0.00101735878563682,-0.00128621430228819,0.0105881216143266,0.00651219309531264,-0.0107975153956331,-0.00848945872522329,-0.0118803007845241,-0.00632730223658047,0.00798870659429763,-0.0237916710377672,0.00781579165235629,-0.0156849483365604,-0.0307192967527962,-0.00510157587972161,-0.0210765960018111,0.0199311721014001,0.0177951460501765,-0.0485428175730007,0.00440057053642331
"alegrias",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"amigas",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"davam",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"distrações",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"exteriores",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"falta",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"familiares",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"fecundas",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"fora",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"íntimas",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"partidas",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"presidia",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"serões",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"teatros",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"tínhamos",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"únicas",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"verdadeiras",-0.0239479797176977,0.0207566281637905,0.00213780355641002,-0.00477977882404475,0.107296192957002,0.0218779552429471,0.035807808318579,-0.0779964371433076,-0.017780853986927,0.00893149891301323,0.0507152216771751,-0.0473996771961672,-0.0147037825743566,0.0208723313359996,0.0248417136254618,0.00468022496875091,-0.0123786720221541,0.00546157465848225,-0.0130980919615274,0.000219782616960443
"avó",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"casou",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"cresceu",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"ler",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"mãe",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"menina",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"separou",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"tornou-se",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"virou",-0.0150962011786414,-0.0136290377908047,-0.00462097428025471,0.000105781974633901,-0.00143807455522821,-0.028767714518205,-0.0134171311781969,-0.0146648640026004,-0.0155262640132097,-0.00907416432373241,-0.0150935496447701,-0.00951029681310184,0.000979949939193692,-0.0162906944732994,-0.0104790253966213,-0.00370091998170204,-0.0040891473981745,-0.0583084250440441,-0.00978558998923527,0.000525004404008971
"charles",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"ilhas",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"inspiraram",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"perigo",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"preocupa",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"rondou",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"teoria",-0.00958662510268464,0.00123142208676742,0.00206574896469826,0.00535299674871955,-0.00171708297401383,0.00161075279993116,-0.00751389903986717,0.0051149360635389,-0.00609271351684518,0.00590981477189603,0.00281179290834589,-0.00625682339950526,0.000215452257815569,-0.000300301050390501,-0.013015045654777,-0.00174062623620058,-0.0168518077461229,-0.00673392263083398,-0.00103131882832137,0.00546099279465923
"conexões",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"cultural",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"educacional",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"influência",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"neurais",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"ocorrem",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"refletem",-0.0159145438889103,0.00900326752658188,0.0023581656247638,0.00756924503188477,-0.00214607599598671,0.00745451187208423,-0.00403200182468599,0.00497330000660468,-0.00597506673017528,0.00133611120175623,0.0248954188426012,0.0198155209042107,0.0105235877831202,-0.0190246943055164,-0.00185023956264628,0.0265084061907033,-0.00635366348977145,-0.0247008433931288,0.00467172838804926,0.00735960523192257
"encontrasse",-0.0136704332237659,0.0010048791471462,-0.00131899898995977,0.0106123076526531,0.006604393973167,-0.0109341080583812,-0.00864646704162674,-0.0120115262825182,-0.00634701990541565,0.00806914215045718,-0.0239832734586342,0.00785094961444929,-0.015859845158641,-0.0310069897265456,-0.00511879552182738,-0.0212558114568657,0.0200459441396846,0.0178833679852697,-0.0490279007400924,0.00440605927413385
"algumas",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"casa",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"conversados",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"elegantes",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"eleita",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"eu",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"minha",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"moças",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"ponto",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"rapazes",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"reunião",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"universal",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"voto",-0.0240593917897657,0.0208246567434306,0.00216532822194674,-0.00479398297627156,0.107872794738017,0.0219780701525622,0.0360631382057253,-0.078426045578582,-0.0179262719084,0.00900004219287607,0.0509940726047252,-0.0477181143348861,-0.0147534305224262,0.0210076257485452,0.0250368410426269,0.00471917140874975,-0.0124478910660034,0.00550639035054935,-0.0132184689275326,0.000235506505321202
"achou",-0.0153337342969969,-0.0138637756870605,-0.00470906981349564,9.23357730841884e-05,-0.00147048774734246,-0.0292154283886174,-0.0135550912466606,-0.0148806224905281,-0.0157029512232186,-0.00921958289265835,-0.015240957463339,-0.00962034077271461,0.000977220947871567,-0.0164419437903447,-0.0106197994824264,-0.00367936703385531,-0.00413075995593551,-0.0590123818823741,-0.00988427414273206,0.000433686090121863
"coisa",-0.0153337342969969,-0.0138637756870605,-0.00470906981349564,9.23357730841884e-05,-0.00147048774734246,-0.0292154283886174,-0.0135550912466606,-0.0148806224905281,-0.0157029512232186,-0.00921958289265835,-0.015240957463339,-0.00962034077271461,0.000977220947871567,-0.0164419437903447,-0.0106197994824264,-0.00367936703385531,-0.00413075995593551,-0.0590123818823741,-0.00988427414273206,0.000433686090121863
"cozinha",-0.0153337342969969,-0.0138637756870605,-0.00470906981349564,9.23357730841884e-05,-0.00147048774734246,-0.0292154283886174,-0.0135550912466606,-0.0148806224905281,-0.0157029512232186,-0.00921958289265835,-0.015240957463339,-0.00962034077271461,0.000977220947871567,-0.0164419437903447,-0.0106197994824264,-0.00367936703385531,-0.00413075995593551,-0.0590123818823741,-0.00988427414273206,0.000433686090121863
"dizia",-0.0153337342969969,-0.0138637756870605,-0.00470906981349564,9.23357730841884e-05,-0.00147048774734246,-0.0292154283886174,-0.0135550912466606,-0.0148806224905281,-0.0157029512232186,-0.00921958289265835,-0.015240957463339,-0.00962034077271461,0.000977220947871567,-0.0164419437903447,-0.0106197994824264,-0.00367936703385531,-0.00413075995593551,-0.0590123818823741,-0.00988427414273206,0.000433686090121863
"dona",-0.0153337342969969,-0.0138637756870605,-0.00470906981349564,9.23357730841884e-05,-0.00147048774734246,-0.0292154283886174,-0.0135550912466606,-0.0148806224905281,-0.0157029512232186,-0.00921958289265835,-0.015240957463339,-0.00962034077271461,0.000977220947871567,-0.0164419437903447,-0.0106197994824264,-0.00367936703385531,-0.00413075995593551,-0.0590123818823741,-0.00988427414273206,0.000433686090121863
