"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"supernovas",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442
"surgem",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442
"teorias",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442
"aparentemente",-0.0163438760814869,0.00729097174266573,0.00224434245422862,0.00844891297848092,0.000257980184876119,-0.00148219419703797,0.00224133739573531,0.000319093095720952,0.00120308254776103,-0.00738755629812526,-0.00736276421537012,0.00979534556387204,0.0185457125096005,0.010000562312486,-0.00564632165356008,0.00923254112455494,0.0119266831237771,-0.0309760936140303,-0.0340142077426802,-0.019588402686628
"defender",-0.0163438760814869,0.00729097174266573,0.00224434245422862,0.00844891297848092,0.000257980184876119,-0.00148219419703797,0.00224133739573531,0.000319093095720952,0.00120308254776103,-0.00738755629812526,-0.00736276421537012,0.00979534556387204,0.0185457125096005,0.010000562312486,-0.00564632165356008,0.00923254112455494,0.0119266831237771,-0.0309760936140303,-0.0340142077426802,-0.019588402686628
"planta",-0.0163438760814869,0.00729097174266573,0.00224434245422862,0.00844891297848092,0.000257980184876119,-0.00148219419703797,0.00224133739573531,0.000319093095720952,0.00120308254776103,-0.00738755629812526,-0.00736276421537012,0.00979534556387204,0.0185457125096005,0.010000562312486,-0.00564632165356008,0.00923254112455494,0.0119266831237771,-0.0309760936140303,-0.0340142077426802,-0.019588402686628
"arte",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"busca",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"compreensão",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"espectador",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"melhor",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"objetivar",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"padrões",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"permite",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"sentimentos",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"significado",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388
"avistou",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"banhado",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"bode",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"cômoro",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"dirigisse",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"farrapos",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"frente",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"junto",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"margens",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"nilo",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"ordinárias",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"rio",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"sentada",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"serpente",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"serpentes",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"silêncio",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"ternos",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339
"2014",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"abastecimento",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"afeta",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"diretamente",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"impacta",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"longos",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"observada",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"populosa",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"região",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"verão",-0.0145228178743617,0.00323405614345424,0.0142370574204878,-0.0113382186662868,-0.00926110740159509,0.00318899135072962,0.00940459903839433,0.000218434522047787,-0.0148153344857511,-0.0109278717706314,-0.00758288448585586,-0.000412403264886435,0.00533385836495965,0.00479664633507242,-0.00420091380353846,6.09180125948968e-05,0.00878392513902377,-0.0113998119227427,-0.0433373718624304,0.0157102687482416
"informática",-0.0264148638019895,0.00597621655903511,0.00469608597712534,0.0227693528747304,0.00258072833392556,0.00758922198017412,-0.00511436259293481,0.0356431869347751,0.00336656333332039,-0.00760722021778471,0.0451781767472079,0.0157301817705399,0.080830570925456,-0.0494656264916486,0.0456716615621143,0.0660251076727092,0.00153102762772602,0.0570904708260741,-0.000163245656828741,-0.0330223274197056
"laboratório",-0.0264148638019895,0.00597621655903511,0.00469608597712534,0.0227693528747304,0.00258072833392556,0.00758922198017412,-0.00511436259293481,0.0356431869347751,0.00336656333332039,-0.00760722021778471,0.0451781767472079,0.0157301817705399,0.080830570925456,-0.0494656264916486,0.0456716615621143,0.0660251076727092,0.00153102762772602,0.0570904708260741,-0.000163245656828741,-0.0330223274197056
"podiam",-0.0264148638019895,0.00597621655903511,0.00469608597712534,0.0227693528747304,0.00258072833392556,0.00758922198017412,-0.00511436259293481,0.0356431869347751,0.00336656333332039,-0.00760722021778471,0.0451781767472079,0.0157301817705399,0.080830570925456,-0.0494656264916486,0.0456716615621143,0.0660251076727092,0.00153102762772602,0.0570904708260741,-0.000163245656828741,-0.0330223274197056
"sala",-0.0264148638019895,0.00597621655903511,0.00469608597712534,0.0227693528747304,0.00258072833392556,0.00758922198017412,-0.00511436259293481,0.0356431869347751,0.00336656333332039,-0.00760722021778471,0.0451781767472079,0.0157301817705399,0.080830570925456,-0.0494656264916486,0.0456716615621143,0.0660251076727092,0.00153102762772602,0.0570904708260741,-0.000163245656828741,-0.0330223274197056
"abrigar",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"dois",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"jamanxim",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"minerais",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"pará",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"preciosos",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"reservas",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"rios",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"tapajós",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"vastas",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"vulcões",-0.0211146430351067,-0.0177657380791835,-0.00764944657292124,0.00671776048311516,-0.00104521099666649,-0.00552120259506779,-0.00393827548002957,-0.00355558001430921,0.0331799923872031,-0.0256235046451021,-0.0168712789265355,0.0114709745043615,-0.0518956468000163,-0.00320627594924067,0.010639519471507,-0.00783381268664504,0.0352144191322717,-0.0216207782817062,-0.0973724568502056,0.0391665229298717
"800",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"abaixo",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"cavernas",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"complexa",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"ficaram",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"futebol",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"grupo",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"perigosa",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"presos",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"rede",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"rota",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"tailândia",-0.0135366579232796,0.00953716276169459,-0.00027044777669123,0.00939313783656053,-0.0118369954478928,0.007880391168975,-0.0145959873099572,-0.00240397260620738,0.0100639272255599,-0.00326439121526421,0.000448176784621082,0.000185948873486092,0.00722564424849707,0.00885775172844573,0.00643034307673303,0.0315414383488511,-0.0105870706066116,-0.0361656449723297,-0.00173837239602443,0.038203643182349
"ar",-0.0194949052114011,0.0060736053494943,0.00230131035564784,0.00790005775522775,-0.00672409366503099,-0.00574154198018908,0.000377603229508961,0.00625301740327676,0.00120584120011254,-0.00749622336349935,0.0120044374621954,-0.00322756817045148,0.020457285536735,0.00738501599219529,-0.0144972166890034,0.00411462660110614,-0.00209356077896048,-0.00194332226994512,-0.0331449612524278,0.00432217778242015
